GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE
31153000023,31,153,000023,1223.0010672358592,645.9651369619353,110.28673070081821,12.801138384916399
31153000024,31,153,000024,602.306318239626,316.1840972620152,78.03859609819287,10.00459477359439
31153000025,31,153,000025,560.5480769230769,386.3293269230769,88.0448717948718,16.005608974358974
31153000026,31,153,000026,729.873443044175,417.7244962587965,100.560901135394,10.44301562415725
31153000031,31,153,000031,1399.1246419226275,906.7628682035688,147.1498557758461,20.029084762239936
31153000032,31,153,000032,799.788833588577,603.995300610538,93.58149538648274,18.299179631292365
31153000033,31,153,000033,616.9906101740864,537.3300429890978,70.04667996359483,15.231322011579946
31153000034,31,153,000034,610.5986467903067,492.4121650717303,81.05846897059912,18.938794641665183
31153000035,31,153,000035,728.497888377677,503.97658039044137,80.9219015670242,17.5376845602495
31153000036,31,153,000036,936.1523477332714,481.1278469604447,58.119623543369045,9.692084340811805
31153000037,31,153,000037,1336.568653412785,797.0210671962443,112.27797139175884,16.964929471265418
31153000038,31,153,000038,814.0222222222222,552.5333333333333,91.08888888888889,19.355555555555554
31153000039,31,153,000039,996.0581745227939,550.4131303018465,105.79202495550423,18.854467302395562
31153000040,31,153,000040,815.6218933129502,451.6410951289,89.56595557408565,15.24526903388692
31153000041,31,153,000041,1027.0636765130164,618.0922745733372,105.0279588983333,16.26032978983111
31153000042,31,153,000042,854.1527049760537,524.7182171563835,99.17538244350102,13.486315995156486
31153000046,31,153,000046,862.42344397945806,318.5504294875188,58.12806702369365,6.967410855649021
31153000047,31,153,000047,483.14828316523574,212.76677651711526,55.44138210184441,11.57466286063183
31153000048,31,153,000048,1185.337343802691,564.8251514869942,98.1126140601447,16.295887553285457
31153000049,31,153,000049,908.0708397776034,586.2851731393831,114.21928222372489,20.3218883170344
31153000051,31,153,000051,1402.6524606282935,775.8500932436256,111.71574761209428,10.950865522570822
31153000052,31,153,000052,1353.2327044025158,809.3427672955975,116.77672955974843,18.17295597484277
31153000053,31,153,000053,1030.2477178684628,791.054742317256,121.16272953263501,16.39157603737386
31153000054,31,153,000054,941.7522821315371,677.945257682744,101.83727046736497,12.60842396262614
31153000055,31,153,000055,1250,765,121,13
31153000056,31,153,000056,818,530,69,19
31153000057,31,153,000057,715,487.00000000000006,86,14
31153000058,31,153,000058,630.5348242443176,230.35406594939553,34.539893483122626,6.548863365313557
31153000059,31,153,000059,880.2354351644419,361.2432474185828,82.12639308308765,13.794697574232808
31153000060,31,153,000060,584.4596219565543,303.69405688391197,60.79029900632186,10.925142948241495
31153000061,31,153,000061,1948.7401539091757,808.3668987386166,133.17080744858137,21.309805722738286
31153000062,31,153,000062,780.9739094943727,518.6356518075852,93.75296872045303,15.957911498703655
3115500003P,31,155,00003P,510.42261251372116,163.44785949506038,34.04610318331504,12.016465422612514
3115500004P,31,155,00004P,756.2917038358609,250.1043710972346,21.92149866190901,0.9964317573595004
3115500004W,31,155,00004W,498.11782413562867,225.02417503977972,38.010029544342984,11.001435229673987
3115500006P,31,155,00006P,360.4450724125751,84.10279053338043,20.021193924408337,5.002119392440833
3115500007P,31,155,00007P,232,60,16,0
3115500008P,31,155,00008P,238.65294494010652,63.43583119581906,23.99284369723385,2.012144485758147
3115500009P,31,155,00009P,306,93,21,3
311550000W1,31,155,0000W1,317.75382272766956,176.20855797361764,39.812624032633714,3.985307347083596
311550000W2,31,155,0000W2,355.79898626109446,159.99818359941605,36.2255782145573,7.02255782145573
311550000W3,31,155,0000W3,425.67155078509387,169.29209829006703,27.154919695198792,4.998264085007596
311550000W5,31,155,0000W5,425.5675207799305,132.24224356591762,27.84101929527473,1.9887628946708784
3115500010P,31,155,00010P,861.7082961641391,219.8956289027654,59.07850133809099,13.0035682426405
3115500011P,31,155,00011P,325,76,23,3
3115500012P,31,155,00012P,351.66986818544615,60.95014690386699,26.97661997905064,4.99484371435254
3115500014P,31,155,00014P,512,180,18,8
3115500015P,31,155,00015P,588.3202911737943,226.0555050045496,48.024567788899,9.004549590536852
3115500018P,31,155,00018P,491.8034070476117,183.92279153110292,33.98530889842283,6.99479647058677
3115700001P,31,157,00001P,163.00000092948613,22.00000004946845,12.000000036450437,1.000000007810808
3115700002P,31,157,00002P,121,17,6,0
3115700003P,31,157,00003P,389.5179017485429,74.66444629475437,10.069941715237302,0.017485428809325562
3115700004P,31,157,00004P,238,61,17,0
3115700005P,31,157,00005P,504,61,19,3
3115700006P,31,157,00006P,222.04022060818002,35.01236983271063,8.003080102926045,0.0028573789960894655
3115700007P,31,157,00007P,228,41,8,3
3115700008P,31,157,00008P,333.36489955948207,62.25516620043274,18.538178440618182,2.8511787938173687
3115700009P,31,157,00009P,659.6406313319484,173.56839864436648,43.40364590726897,9.23213816077827
3115700010P,31,157,00010P,645.5423678595668,194.25512851812383,49.08117725576667,7.01159675082381
3115700011P,31,157,00011P,382,136,37,5
3115700012P,31,157,00012P,620.5717091142333,168.9830828143326,42.986848416254524,3.910093787458078
3115700013P,31,157,00013P,141.48209825145713,37.33555370524563,3.9300582847626977,0.9825145711906744
3115700014P,31,157,00014P,269.96022789966077,50.987715707444565,11.996947639826994,3.997147244796084
3115700015P,31,157,00015P,197,79,12,1
3115700016P,31,157,00016P,193.9995514921592,36.999914459844796,11.999972257246961,1.9999953762078269
3115700017P,31,157,00017P,233,94,6,1
3115700018P,31,157,00018P,264,50,9,2
3115700019P,31,157,00019P,332,81,26,5
3115700020P,31,157,00020P,64,9,1,0
3115700021P,31,157,00021P,694,181,41,10
3115700022P,31,157,00022P,504,286,38,13
3115700023P,31,157,00023P,200,203,27,5
3115700024P,31,157,00024P,97,140,22,13
3115700025P,31,157,00025P,436.2164705882353,161.3835294117647,37.28,4.0988235294117645
3115700026P,31,157,00026P,332,168,47,7
3115700027P,31,157,00027P,423,185,41,6
3115700028P,31,157,00028P,447,202,39,5
3115700029P,31,157,00029P,251.66392154653417,82.55469441097964,16.710149980091654,5.896168977710708
3115700030P,31,157,00030P,489,113,21,6
3115900001P,31,159,00001P,223,72,16,2
3115900002P,31,159,00002P,156,31,12,4
3115900003P,31,159,00003P,420,159,31,1
3115900004P,31,159,00004P,381,84,29,8
3115900006P,31,159,00006P,202.18058197510254,74.4202920367304,8.415506867561662,0.6262230919765166
3115900007P,31,159,00007P,243,51,15,5
3115900008P,31,159,00008P,246,82,14,1
3115900009P,31,159,00009P,196,50,6,1
3115900010P,31,159,00010P,168,49,8,1
3115900011P,31,159,00011P,286.3146067415731,72.04044943820224,14.77752808988764,2.4629213483146066
3115900012P,31,159,00012P,466,122,25,15
3115900013P,31,159,00013P,602.0518301869615,311.025071869181,25.004159906545723,11.001798878506259
3115900014P,31,159,00014P,443.7675878379359,214.5546360940886,35.580333225892616,15.371978029517225
3115900015P,31,159,00015P,286,124,29,9
3115900016P,31,159,00016P,607,251,38,2
3115900017P,31,159,00017P,353.17977528089887,84.05168539325842,21.21573033707865,4.035955056179775
3115900018P,31,159,00018P,174.5056179775281,43.90786516853933,9.006741573033707,1.501123595505618
3116100001P,31,161,00001P,422,54,14,4
3116100002P,31,161,00002P,334,46,11,1
3116100003P,31,161,00003P,161.58246472320545,6.075833357314839,4.030656038063445,0.016134756875497615
3116100004P,31,161,00004P,243,45,8,1
3116100005P,31,161,00005P,360.4175352767945,46.924166642685165,18.969343961936556,9.983865243124503
3116100006P,31,161,00006P,340,64,4,1
3116100007P,31,161,00007P,163.37744034707157,17.609544468546638,0.9783080260303687,0.9783080260303687
3116100008P,31,161,00008P,186.6225596529284,7.390455531453362,9.02169197396963,0.021691973969631236
3116300001P,31,163,00001P,129.68367346938774,48.269387755102045,6.104081632653061,2.012244897959184
3116300002P,31,163,00002P,200,106,9,4
3116300003P,31,163,00003P,177,35,12,3
3116300004P,31,163,00004P,276.0498966904702,44.46595860369015,17.023804690615144,2.003740892449342
3116300005P,31,163,00005P,199,61,7,1
3116300006P,31,163,00006P,168.2664298401421,45.264653641207815,7.872113676731794,0.9840142095914742
3116500001P,31,165,00001P,369,57,21,1
3116500003P,31,165,00003P,246.9740864690982,23.997482086066224,6.999265608435983,2.999685260758278
3116700001P,31,167,00001P,553.672529623888,114.85759923048738,35.34079976322689,6.871822176183006
3116700002P,31,167,00002P,137.26021218198485,39.298661037752176,15.399588011616054,2.0776976689253437
3116700003P,31,167,00003P,93,17,8,0
3116700004P,31,167,00004P,215.8714960802554,36.9779877544882,21.986911637803793,2.9982152233368806
3116700006P,31,167,00006P,131.38983050847457,24.495762711864405,11.152542372881356,0.029661016949152543
3116700007P,31,167,00007P,294.3552363137758,56.97478033666105,15.999857855755113,0.9990025850060329
3116700008P,31,167,00008P,266,50,10,1
3116700009P,31,167,00009P,40.644763686224245,2.025219663338952,1.0001421442448866,9.97414993967154e-4
3116700010P,31,167,00010P,43.12850391974459,8.022012245511805,8.013088362196209,0.0017847766631193564
3116700011P,31,167,00011P,59,9,5,0
3116700012P,31,167,00012P,59.99999999999999,16,2,0
3116700013P,31,167,00013P,74,10,2,0
3116700014P,31,167,00014P,51,7,1,0
3116700015P,31,167,00015P,101,8,2,0
3116700016P,31,167,00016P,65,17,5,0
3116900001P,31,169,00001P,288.04431977400577,64.01189067107472,12.003723341447643,2.4021557726722697e-4
3116900002P,31,169,00002P,218.0941475826972,56.078880407124686,26.203562340966922,1
3116900004P,31,169,00004P,148.90585241730278,51.92111959287532,9.79643765903308,0
3116900007P,31,169,00007P,353,85,25,1
3116900008P,31,169,00008P,348,39,5,1
3116900013P,31,169,00013P,367.608964897527,98.62679546031214,30.883137972420972,1.99246051434974
3116900014P,31,169,00014P,327.34671532846716,104.36131386861314,15.113138686131387,5.007299270072993
3117100001P,31,171,00001P,343.9474492286403,29.99541708389305,9.998472361297685,2.9995417083893052
3117300001P,31,173,00001P,77,26,9,2
3117300002P,31,173,00002P,104,19,8,1
3117300003P,31,173,00003P,51,9,0,0
3117300004P,31,173,00004P,492,128,20,1
3117300005P,31,173,00005P,40,2,1,0
3117300006P,31,173,00006P,88,21,0,6
3117300007P,31,173,00007P,19,218,1,6
3117300008P,31,173,00008P,117.41147132169576,173.43142144638404,7.074812967581048,9.179551122194514
3117300009P,31,173,00009P,54.588528678304236,322.56857855361596,9.925187032418952,23.820448877805486
3117500001P,31,175,00001P,301.96901933379917,43.63591893780573,6.431283484742604,0.1088982063824831
3117500003P,31,175,00003P,259,45,4,2
3117500004P,31,175,00004P,249.1242663103335,41.540725289868874,9.82511337373835,1.9522203900887025
3117500005P,31,175,00005P,260,46,6,1
3117500006P,31,175,00006P,257.8072517741881,54.11984292969598,8.855974297586615,0.9839971441762905
3117500007P,31,175,00007P,225,73,5,1
3117500008P,31,175,00008P,227.09946258167915,35.703512842629415,12.887628843932431,4.954884259352523
3117700002P,31,177,00002P,291,92,23,3
3117700003P,31,177,00003P,499,89,23,6
3117700003W,31,177,00003W,463.1301255691083,198.26830593764743,50.48749916121233,11.058924411573214
3117700004P,31,177,00004P,342.2299715350772,85.0181575196533,15.80554249284732,4.019733939407393
3117700005W,31,177,00005W,431.1269719103616,209.59317909564527,45.99733458782389,5.005807871961425
3117700006P,31,177,00006P,699,214,51,7
3117700007P,31,177,00007P,577.9676609590573,118.03573696238051,24.008407650791224,6.99953642707368
3117700007W,31,177,00007W,409.5137127911718,160.81336013558285,29.08766055864213,1.2152632652021
3117700008W,31,177,00008W,505.3616247660783,214.5129650058688,28.988238514306595,7.730196937148426
3117700009P,31,177,00009P,382.11912463585406,121.13570188198467,32.49982245614223,3.9393724189263306
3117700010P,31,177,00010P,493.3954288177566,208.59087248574735,65.11904285440585,8.02928297592414
3117700012P,31,177,00012P,829.1553790155348,330.0317209754898,37.006451723828434,11.001881752783293
3117700013P,31,177,00013P,504,254,38,14
3117700014P,31,177,00014P,659,244,36,5
3117700015P,31,177,00015P,338,84,13,3
3117900001P,31,179,00001P,184,34,20,3
3117900002P,31,179,00002P,219.34170830554,34.16190991108843,16.030690398157553,0.013400110936984986
3117900003P,31,179,00003P,363,37,6,1
3117900004P,31,179,00004P,369,59,16,1
3117900006P,31,179,00006P,259.8518870992856,58.223331513760904,11.214742245746198,2.0836205596375845
3117900008P,31,179,00008P,207.30598364322088,60.50557417338025,8.927051927220038,0.9918946585800043
3117900009P,31,179,00009P,263.4256746906352,108.0938246472358,20.018116440853063,6.003266026680105
3117900011P,31,179,00011P,233.08112351662996,102.03029477977827,19.811550573395312,8.908376289348881
3117900012P,31,179,00012P,240,137,40,6
3117900013P,31,179,00013P,353.9936227446883,204.9850649747563,43.99784841462784,5.9994423548164395
3118100001P,31,181,00001P,177.63195936610728,55.87814151328911,3.9931295426728237,5.769007669756996e-4
3118100002P,31,181,00002P,385,98,16,5
3118100004P,31,181,00004P,318.36804063389275,79.12185848671089,12.006870457327176,1.9994230992330242
3118100005P,31,181,00005P,250,54,13,2
3118100007P,31,181,00007P,199,19,5.999999999999999,1
3118300001P,31,183,00001P,271,36,13,4
3118300002P,31,183,00002P,106,26,4,0
3118500001P,31,185,00001P,457.0135047116867,88.0041434910857,18.00122770106243,1.0003069252656072
3118500001W,31,185,00001W,352.39523825736904,81.85905554744728,32.942680358026955,2.3578705552974288e-4
3118500002P,31,185,00002P,251,57,19,3
3118500003W,31,185,00003W,351.9864952883133,107.9958565089143,31.99877229893757,7.999693074734393
3118500004P,31,185,00004P,438.60476174263096,90.14094445255272,21.057319641973045,5.99976421294447
3118500004W,31,185,00004W,281.7414369820334,90.14354395741226,26.024946516429168,6.0186449179980075
3118500005P,31,185,00005P,691,146,28,4
3118500005W,31,185,00005W,519.901263421072,151.6794472936717,41.91142622588297,12.972584308011394
3118500006P,31,185,00006P,209.35804692037922,49.17725785674427,11.06373773159429,5.008770773990598
3118500006W,31,185,00006W,443,146,37,6
3118500007P,31,185,00007P,359,63,27,0
3118500012P,31,185,00012P,344.99925267651537,114.99975089217179,50.999889526093575,0
